﻿unique_identifier,checkmark_completed,status,century,year_to_display,year_to_sort,place,revolt_name,description,encoded_description,citations,resource_links,video_link,latitude,longitude,lat-long_precision,presentation_folder,notes,remediation,graphic_artists
ks7vzm,TRUE,,1800,1823,1823,"Demerara-Essequibo, Guyana",Demerara Revolt,"(insert image 1) This revolt involved up to 10,000 enslaved and lasted two days. (insert image 2) ( insert image 5) Some say that this started as a refusal to work on 50 plantations by some 13,000 slaves; however, other accounts report they were just fed up. The enslaved people under Christian missionary influence believed in pacifism and didn't want violence; some even helped to suppress the rebellion. They also believed that British Parliament had abolished slavery. They were met with a show of force by the British troops and were massacred.(insert image 4) (insert image 3) (insert image 6) The bullet-riddled body of Quamina, bound in chains, was put on public show. John Smith, a missionary, was accused of inciting the rebellion and was tried and found guilty. He died in prison. His death stirred more anti-slavery opinion in Britain than the deaths of the many who had been killed from the guns of British troops. The aftermath led to the execution of over 200 enslaved to ""send a message."" (insert image 7) The governor of Barbados wrote, ""Now the ball has begun to roll no one can say where or when it is going to stop."" News of the rebellion and ensuant atrocities caused an outcry in Britain against the practices of the planters and played a decisive role in the abolition of slavery! (insert image 8)","<img src=""/image1""> This revolt involved up to 10,000 enslaved and lasted two days. <img src=""/image2""> <img src=""/image5""> Some say that this started as a refusal to work on 50 plantations by some 13,000 slaves; however, other accounts report they were just fed up. The enslaved people under Christian missionary influence believed in pacifism and didn't want violence; some even helped to suppress the rebellion. They also believed that British Parliament had abolished slavery. They were met with a show of force by the British troops and were massacred.<img src=""/image4""> <img src=""/image3""> <img src=""/image6""> The bullet-riddled body of Quamina, bound in chains, was put on public show. John Smith, a missionary, was accused of inciting the rebellion and was tried and found guilty. He died in prison. His death stirred more anti-slavery opinion in Britain than the deaths of the many who had been killed from the guns of British troops. The aftermath led to the execution of over 200 enslaved to ""send a message."" <img src=""/image7""> The governor of Barbados wrote, ""Now the ball has begun to roll no one can say where or when it is going to stop."" News of the rebellion and ensuant atrocities caused an outcry in Britain against the practices of the planters and played a decisive role in the abolition of slavery! <img src=""/image8"">","Image 1: https://commons.wikimedia.org/wiki/File:Demerara_rebellion_of_1823_map.svg Demerara rebellion of 1823(From Seb az86556 Public domain) Tomiko Ballantyne-Nisbett in Junius Rodriguez, eds. Encyclopedia of Slave Resistance and Rebellion, Greenwood Press: 2006:, pp. 161-162 image2: https://commons.wikimedia.org/wiki/File:Plate_4_Bachelor%27s_Adventure.jpg Image 3: https://www.stabroeknews.com/2013/08/01/news/guyana/the-distinctive-features-of-the-1823-demerara-slave-rebellion/ The Demerara Cavalry mustering outside the Royal Hotel in what is now Avenue of the Republic during the 1823 Rising Image 4: https://en.wikipedia.org/wiki/Demerara_rebellion_of_1823 Provisional Battalion lines up for review Image 5: https://www.wwno.org/podcast/tripod-new-orleans-at-300/2015-10-22/home-away-from-home-a-haitian-in-exile-finds-new-orleans Rendition of the slave revolt, Colony of Santo Domingo(Historic New Orleans Collection, 1974.25.10.52) Image 6: https://commons.wikimedia.org/wiki/File:Plate_10_The_Indians.jpg From Bryant, Joshua (1824) Account of an insurrection of the negro slaves in the colony of Demerara, which broke out on the 18th of August, 1823., Georgetown, Demerara: A. Stevenson at the Guiana Chronicle Office (Public domain) Image 7: https://commons.wikimedia.org/wiki/File:Plate_12_The_Gallows.jpg From Bryant, Joshua (1824) Account of an insurrection of the negro slaves in the colony of Demerara, which broke out on the 18th of August, 1823., Georgetown, Demerara: A. Stevenson at the Guiana Chronicle Office (Public domain) Image 8: Image from a monument to the 1823 Demerara rebellion in Georgetown, Guyana Tomiko Ballantyne-Nisbett in Junius Rodriguez, eds. Encyclopedia of Slave Resistance and Rebellion, Greenwood Press: 2006:, pp. 161-162",https://youtu.be/FsODcSoang4 https://blackpast.org/gah/demerara-rebellion-1823,,5.81209,-58.38636,Precise,https://drive.google.com/drive/folders/1MleEggf-2KQ0NBOTP43UfEVLOU-to49o?usp=share_link,,,
4H1rbq,TRUE,,1800,1837,1837,"Cheneyville, Louisiana",,"(Image 1) Revolt involving slaves, free Blacks, and white accomplices...one of the largest slave plots in state history, was betrayed by one of the conspirators"". Lewis Cheney masterminded the insurrection, elicited support from local white abolitionists and approximately 50 slaves, and then revealed the plot to gain his freedom! He was emancipated and given $500 to leave the state, and his master was compensated $1,000, Lewis' purchase price! A vigilante jury condemned nine blacks and ""three persons of color to death by hanging,"" a local planter shot one of the whites involved in the conspiracy.","<img src=""/image1""> Revolt involving slaves, free Blacks, and white accomplices...one of the largest slave plots in state history, was betrayed by one of the conspirators"". Lewis Cheney masterminded the insurrection, elicited support from local white abolitionists and approximately 50 slaves, and then revealed the plot to gain his freedom! He was emancipated and given $500 to leave the state, and his master was compensated $1,000, Lewis' purchase price! A vigilante jury condemned nine blacks and ""three persons of color to death by hanging,"" a local planter shot one of the whites involved in the conspiracy.","https://lariverparishes.com/plantation/evergreen-plantation/ (Slideshow pictures) Encyclopedia of Slave Resistance and Rebellion, Junius Rodriguez, eds. Greenwood Press: 2006: 110-111. ""Slavery on Trial: Law, Abolitionism, and Print Culture"" by Jeannine Marie DeLombard (University of North Carolina Press, 2007)",,,31.11134,-92.29192,Precise,https://drive.google.com/drive/folders/1T1t_cRhfO9sFN6NxGOL10jG3cS_mBnqu?usp=share_link,,,
iNn6HR,TRUE,,1800,1838-1841,1838,"Manga, Maranhao, Brazil",Balaiada Rebellion,"The Balaiada Rebellion occurred in the northeastern Brazilian states of Maranhao and Piaui when a formerly enslaved person broke into a jail to free some prisoners, including his brother. Raimundo Gomes Vieira Jutahy then took control of the town with the support of the National Guard, who sided with him. (image 1) He issued a manifesto calling for the expulsion of all Portuguese, slaves and overseers. This call evidences the competition of the unemployed with the enslaved during that down economic period. (image 2) In 1839 the governor sent in 400 troops, who were quickly defeated. The rebellion attracted many runaway slaves under the leadership of Cosme Bento das Chagas, the leader of a slave community who called for the end of slavery. In 1840 the new governor sent in 8,000 troops and defeated the ""rebels.""","The Balaiada Rebellion occurred in the northeastern Brazilian states of Maranhao and Piaui when a formerly enslaved person broke into a jail to free some prisoners, including his brother. Raimundo Gomes Vieira Jutahy then took control of the town with the support of the National Guard, who sided with him. <img src=""/image1""> He issued a manifesto calling for the expulsion of all Portuguese, slaves and overseers. This call evidences the competition of the unemployed with the enslaved during that down economic period. <img src=""/image2""> In 1839 the governor sent in 400 troops, who were quickly defeated. The rebellion attracted many runaway slaves under the leadership of Cosme Bento das Chagas, the leader of a slave community who called for the end of slavery. In 1840 the new governor sent in 8,000 troops and defeated the ""rebels.""","Image 1: https://librarycompany.org/dejavu/part2.html Gate & slave market at Pernambuco, Edward Francis Finden engraving. Image 2: Portuguese Army. (2022, December 31). In Wikipedia. https://en.wikipedia.org/wiki/Portuguese_Army (Public domain) Elizabeth Johnson in Encyclopedia of Slave Resistance and Rebellion, , Junius Rodriguez ,eds. Greenwood Press: 2006:, pp. 43-44.",https://www.onwar.com/data/brazil1838.html,,-3.53214,-43.95063,Approximate,https://drive.google.com/drive/folders/1PDM_saAPQh75xdCsBXG7x9WY4nThrHPX?usp=share_link,need better source,,Ryan Saunders
FYJyI9,TRUE,,1800,1840-1860,1840,Senegal-Gambia,,"(Image 1) Queen Ndate Yalla Mbodj had a female army similar to that of Dahomey (Benin). She managed to resist the encroaching Moors and the French over twenty years, holding onto her claim of the island of Boyo located in Mauritania. ""Today, we are invaded by the conquerors. Our army is in disarray. The Tiedos of the Waalo, were brave warriors, but almost all fell under the enemy‚Äôs bullets. The Queen held that although the invader was more potent, we should not abandon the Waalo to foreign hands.","<img src=""/image1""> Queen Ndate Yalla Mbodj had a female army similar to that of Dahomey (Benin). She managed to resist the encroaching Moors and the French over twenty years, holding onto her claim of the island of Boyo located in Mauritania. ""Today, we are invaded by the conquerors. Our army is in disarray. The Tiedos of the Waalo, were brave warriors, but almost all fell under the enemy's bullets. The Queen held that although the invader was more potent, we should not abandon the Waalo to foreign hands.","Senegal. (2021, December 9). In Wikipedia. https://wo.wikipedia.org/wiki/Senegaal (Public domain) https://africaheritages.wordpress.com/2016/09/07/queen-ndate-yalla-africas-last-queen-resistant/",https://en.wikipedia.org/wiki/Ndat%C3%A9_Yalla_Mbodj,,16.00431,-16.47702,Approximate,https://drive.google.com/drive/folders/15Kyw6PitJ2xljGpbbA-RWxr-g5Tjz4MS?usp=share_link,,,Ronald Abdou Ngum
KlUFCp,TRUE,,1800,1840-1841,1840,"Sumatra, Indonesia",,"(Image 1) A series of mutinies by conscripted Africans into the Dutch military, being told they would be treated equally to the white soldiers, undermining the central pillar of slavery. Here we see the conflicts of the African regiments; mentally, they identified with the whites as superior to other Africans; yet, they were seen by the colonials as less than. The mutinees began when they realized that the whites were treated better and started over the former receiving better mattresses, food, munitions, etc. Those captured were relegated to slave treatment, being whipped and imprisoned.","<img src=""/image1""> A series of mutinies by conscripted Africans into the Dutch military, being told they would be treated equally to the white soldiers, undermining the central pillar of slavery. Here we see the conflicts of the African regiments; mentally, they identified with the whites as superior to other Africans; yet, they were seen by the colonials as less than. The mutinees began when they realized that the whites were treated better and started over the former receiving better mattresses, food, munitions, etc. Those captured were relegated to slave treatment, being whipped and imprisoned.","https://blog.ernste.net/tag/goudkust/ Portrait of Jan Kooij (Public domain) Ineke van Kessel, ""African mutinies in the Netherlands East Indies: A nineteenth-century colonial paradox in, Jon Abbink, Mirjam de Bruijn and Klaas van Walraven, eds. Rethinking Resistance: Revolt and Violence in African History, Brill: 2003.",https://www.eaumf.org/ejm-blog/2017/5/26/african-soldiers-mutinies,,-0.58972,101.3431,Approximate,https://drive.google.com/drive/folders/18Zg86aJmaeJ_HHeKqGNHAxSRIiRCSrVG?usp=share_link,,,
8WZtIK,TRUE,,1800,1842,1842,"Tahlequah, Oklahoma",,"(Image 1) By 1860 the Cherokee owned 4,600 slaves who performed most of the physical labor; they also served as interpreters and translators, thereby forming a ""bridge to white society... Twenty-five slaves locked their masters and overseers in their homes and cabins while they slept. The slaves stole guns, horses, mules, ammunition, food, and supplies..."" and headed towards Mexico where slavery was illegal. The militia caught up with them and returned them to Tahlequah; five slaves were executed the rest were assigned to work on steamboats. The Cherokee blamed the free Blacks for inciting the rebellion and passed a law making all the free Blacks leave the territory.","<img src=""/image1""> By 1860 the Cherokee owned 4,600 slaves who performed most of the physical labor; they also served as interpreters and translators, thereby forming a ""bridge to white society... Twenty-five slaves locked their masters and overseers in their homes and cabins while they slept. The slaves stole guns, horses, mules, ammunition, food, and supplies..."" and headed towards Mexico where slavery was illegal. The militia caught up with them and returned them to Tahlequah; five slaves were executed the rest were assigned to work on steamboats. The Cherokee blamed the free Blacks for inciting the rebellion and passed a law making all the free Blacks leave the territory.","(Image) Crazy Horse Memorial. (2022, November 27). In Wikipedia. https://en.wikipedia.org/wiki/Crazy_Horse_Memorial Taken by Mike Tigas on August 16, 2009 at Custer, South Dakota, United States. okhistory.org","http://www.freerepublic.com/focus/news/655380/posts https://www.okhistory.org/publications/enc/entry.php?entry=SL002#:~:text=On%20the%20morning%20of%20November,ammunition%2C%20food%2C%20and%20supplies.",,35.91537,-94.96995,Precise,https://drive.google.com/drive/folders/14OSs3TCuHIk-WURBM0Hjh-5O0iYMKSAI?usp=share_link,,,
sDzFsR,TRUE,,1800,1843,1843,Cuba,Alcancia Revolt,"(Image 1) Africans on the Matanzas plantation revolted and were joined by others at neighboring plantations; up to 250 participated was one of the largest and most significant slave uprisings in Cuban history. The Matanzas plantation was located in the western part of Cuba and was known for its brutal treatment of slaves. The revolt was led by a slave named Juan Francisco Manzano, a poet, and a literate slave. He was able to organize a group of slaves and plan a rebellion against their masters. The slaves were able to seize control of the plantation and hold off the Spanish authorities for several weeks. The Spanish army eventually put down the rebellion, but not before the slaves had caused significant damage to the plantation and killed several of their masters. Juan Francisco Manzano was captured and imprisoned but eventually escaped to the United States, where he became a permanent abolitionist. Officials tried to keep other Africans from finding out, particularly the railroad workers, but they did, and the crowd swelled. In the end, over 100 Africans were killed, eight were shot, and their heads were put on spikes to deter others.","<img src=""/image1""> Africans on the Matanzas plantation revolted and were joined by others at neighboring plantations; up to 250 participated was one of the largest and most significant slave uprisings in Cuban history. The Matanzas plantation was located in the western part of Cuba and was known for its brutal treatment of slaves. The revolt was led by a slave named Juan Francisco Manzano, a poet, and a literate slave. He was able to organize a group of slaves and plan a rebellion against their masters. The slaves were able to seize control of the plantation and hold off the Spanish authorities for several weeks. The Spanish army eventually put down the rebellion, but not before the slaves had caused significant damage to the plantation and killed several of their masters. Juan Francisco Manzano was captured and imprisoned but eventually escaped to the United States, where he became a permanent abolitionist. Officials tried to keep other Africans from finding out, particularly the railroad workers, but they did, and the crowd swelled. In the end, over 100 Africans were killed, eight were shot, and their heads were put on spikes to deter others.","https://www.edreams.com/blog/vinales-cuban-countryside/ Viñales Valley Foner, P. S. (1972). The Slave Revolt In Cuba, 1843. Hispanic American Historical Review, 52 (2), 271-292 doi:10.2307/2511892 Ronald Young in Encyclopedia of Slave Resistance and Rebellion, Junius Rodriguez ,eds. Greenwood Press: 2006:, pp. 146-147)",https://www.angelfire.com/planet/islas/English/v1n3-pdf/38-45.pdf,,23.03668,-81.21317,Approximate,https://drive.google.com/drive/folders/1IaimgsAqCaNs3wwC4J8R89EjLoXyuLIJ?usp=share_link,"Multiple location/plantation. Alcancia
 sugar mill in Cardenas, but soon spread to work crews at the La Luisa, La Trinidad,
 Las Nieves and La Aurora sugar mills,
 including those of the Moscu coffee plantations and the Ranchuelo corral",,
dOeZT7,TRUE,,1800,1844,1844,"Havana, Cuba",,"(Image 1) LADDER REVOLT Year of the Lash (in Spanish, Año del Cuero) is a term used in Cuba in reference to June 29, 1844, when a firing squad in Havana executed accused leaders of the Conspiración de La Escalera, an alleged slave revolt and movement to abolish slavery in Cuba. The rumor of conspiracies was also directed to rebelling against Spanish rule, precipitating societal repression by the Spanish authorities. Africans took advantage of Spanish rule's political instability and destroyed countless properties. The Spanish authorities brutally suppressed the rebellion who executed hundreds of rebels and suspected sympathizers. The term ""Year of the Lash"" generally refers to the harsh response toward the would-be uprising by Cuban authorities. Thousands of Afro-Cubans (both slave and free) were executed, imprisoned, or banished from the island. The targeted leaders of the conspiracies were primarily artists, politically astute persons, and artisans, including carpenters, blacksmiths, and shoemakers, who had some degree of education and social mobility. La Escalera (the ladder) alludes to the fact that slave suspects were bound to ladders and whipped with the lash when they were interrogated.","<img src=""/image1""> LADDER REVOLT Year of the Lash (in Spanish, Año del Cuero) is a term used in Cuba in reference to June 29, 1844, when a firing squad in Havana executed accused leaders of the Conspiración de La Escalera, an alleged slave revolt and movement to abolish slavery in Cuba. The rumor of conspiracies was also directed to rebelling against Spanish rule, precipitating societal repression by the Spanish authorities. Africans took advantage of Spanish rule's political instability and destroyed countless properties. The Spanish authorities brutally suppressed the rebellion who executed hundreds of rebels and suspected sympathizers. The term ""Year of the Lash"" generally refers to the harsh response toward the would-be uprising by Cuban authorities. Thousands of Afro-Cubans (both slave and free) were executed, imprisoned, or banished from the island. The targeted leaders of the conspiracies were primarily artists, politically astute persons, and artisans, including carpenters, blacksmiths, and shoemakers, who had some degree of education and social mobility. La Escalera (the ladder) alludes to the fact that slave suspects were bound to ladders and whipped with the lash when they were interrogated.","Robert Paquette. Sugar Is Made with Blood: TheConspiracy of La Escalera and the Conflict between Empires over Slavery in Cuba. Middletown, CT: Wesleyan University Press, 1988. Year of the Lash. (2022, February 1) https://en.wikipedia.org/wiki/Year_of_the_Lash ""Punishing Slaves in Cuba"", an illustration of a slave being tortured using a ladder. Harper's Weekly (Nov. 28, 1868) vol.12, p. 753 (front page). Kimberly Welch in Junius Rodriguez edts. Encyclopedia of Slave Resistance and Rebellion Greenwood Press, 2007. https://en.wikipedia.org/wiki/Year_of_the_Lash",,,23.11387,-82.38423,Precise,https://drive.google.com/drive/folders/1g2Kzw1Wzmu3_IEFNM7SxBfu5dDStaP4X?usp=share_link,Not solid cite,,Josh Graupy
q0EeAo,TRUE,,1800,1851,1851,"Christiana, Pennsylvania",Christiana Riot,"(Image 1) Northeast corridor states gradually began to not abide by the 1850 Fugitive Slave Act that allowed for the kidnapping and capturing of African people and enslaving them, leaving it to the federal authorities to enforce. (Image 2) William Parker, an escaped slave, moved and settled in Maryland and convinced others to form a network to protect Blacks from those enslavers using the Fugitive Slave Act. Edward Gorsuch heard his slaves were on Parker's land, so he and others, including his son, attempted to recapture him. When Gorsuch arrived at Parkers' door, he demanded his property, Parker responded, what are you referring to, my furniture? Parker's wife alerted the neighbors to Gorsuch and his men, who responded with clubs, scythes, and other farming tools. Fighting ensued with a shooting that left Gorsuch dead and his son injured. (Image 3) Thirty-eight men, including four Quakers, were accused of treason and eventually released, signaling a blow to the law!","<img src=""/image1""> Northeast corridor states gradually began to not abide by the 1850 Fugitive Slave Act that allowed for the kidnapping and capturing of African people and enslaving them, leaving it to the federal authorities to enforce. <img src=""/image2""> William Parker, an escaped slave, moved and settled in Maryland and convinced others to form a network to protect Blacks from those enslavers using the Fugitive Slave Act. Edward Gorsuch heard his slaves were on Parker's land, so he and others, including his son, attempted to recapture him. When Gorsuch arrived at Parkers' door, he demanded his property, Parker responded, what are you referring to, my furniture? Parker's wife alerted the neighbors to Gorsuch and his men, who responded with clubs, scythes, and other farming tools. Fighting ensued with a shooting that left Gorsuch dead and his son injured. <img src=""/image3""> Thirty-eight men, including four Quakers, were accused of treason and eventually released, signaling a blow to the law!","A map derived from the Map of Lancaster County, Pennsylvania, published 1851 and held by the Library of Congress https://www.loc.gov/item/2012592191/ The derivation is a small portion of the map depicting Christiana, PA and with the map scale moved to be on this portion. https://lancasteronline.com/5-interesting-facts-about-christiana/article_abdd6e9c-c5d3-11e9-a247-53adb925449a.htmlImage 2 Image 3 https://www.blackpast.org/african-american-history/christiana-riot-1851/ The Christiana Tragedy(Public domain)",https://en.wikipedia.org/wiki/Christiana_Riot,,39.67996,-75.65718,Precise,https://drive.google.com/drive/folders/1DOL2dEjmL1vWfZ6LCsMbeHc1Qei0aX4Z?usp=share_link,,,
h1WpNn,TRUE,,1800,1873,1873,Zanzibar,,"(Image 1) ""In 1840, Sultan Sayyid Said moved his capital from Arabia to Zanzibar and made it the largest slave market in East Africa, exporting an estimated seventy thousand Africans annually during the 1860s...With plantation-enslaved people comprising more than 50 percent of the islands' populations...these islands became true slave societies. (Image 2) Major slave rebellions broke out on both islands (Pemba)...and were quickly suppressed."" (Image 3) In 1873, an enslaved man named Hemedi bin Abdallah and his followers led a revolt in which they attacked their Arab enslavers and seized control of Stone Town in Zanzibar. They then marched to other parts of the island, freeing slaves, and killing planters. The revolt then spread to Pemba, where slaves rose against the Arabs. The rebels captured several towns and villages and established their own government. The British, who had a protectorate over Zanzibar, intervened to abolish the revolt. They bombarded the rebels with artillery and eventually defeated them. Hemedi was captured and executed, along with several other rebel leaders. The rebellion also inspired other slave uprisings in East Africa and contributed to the eventual abolition of slavery in the region.(Image 4)","<img src=""/image1""> ""In 1840, Sultan Sayyid Said moved his capital from Arabia to Zanzibar and made it the largest slave market in East Africa, exporting an estimated seventy thousand Africans annually during the 1860s...With plantation-enslaved people comprising more than 50 percent of the islands' populations...these islands became true slave societies. <img src=""/image2""> Major slave rebellions broke out on both islands (Pemba)...and were quickly suppressed."" <img src=""/image3""> In 1873, an enslaved man named Hemedi bin Abdallah and his followers led a revolt in which they attacked their Arab enslavers and seized control of Stone Town in Zanzibar. They then marched to other parts of the island, freeing slaves, and killing planters. The revolt then spread to Pemba, where slaves rose against the Arabs. The rebels captured several towns and villages and established their own government. The British, who had a protectorate over Zanzibar, intervened to abolish the revolt. They bombarded the rebels with artillery and eventually defeated them. Hemedi was captured and executed, along with several other rebel leaders. The rebellion also inspired other slave uprisings in East Africa and contributed to the eventual abolition of slavery in the region.<img src=""/image4"">","image 1:Image: picture-alliance/dpa/K. Welsh, image 2""Slave Market, Zanzibar, 1864"", Slavery Images: A Visual Record of the African Slave Trade and Slave Life in the Early African Diaspora, accessed May 6, 2023, http://www.slaveryimages.org/s/slaveryimages/item/1877, image3:http://slaveryimages.org/s/slaveryimages/item/2729, image 4 picture of slave memorial in Zanzibar. Middleton, J. (1992). The Revolt of Zanzibar, 1873-1874: The Origins, Causes and Consequences of an East African Slave Revolt. The Journal of African History, 33(2), 221-246. doi:10.1017/S0021853700026455 Johannes Postma, Slave Revolts, Westport: Greenwich, 2008, p. 43.",,,-5.166667,39.783333,,https://drive.google.com/drive/folders/1W2Gm9nZ88F441YDzy8pQpGDxczJ9Dhs-?usp=share_link,,,
